0.75	0.9480000000000001	0.016
1.5	0.909	0.019
2.25	0.801	0.025
3.	0.655	0.029
3.75	0.41600000000000004	0.03
4.5	0.23900000000000002	0.026000000000000002
5.25	0.20700000000000002	0.025
6.	0.177	0.024
6.75	0.17	0.023
7.5	0.32	0.028
8.25	0.437	0.03
9.	0.504	0.031
9.75	0.605	0.031
10.5	0.597	0.03
11.25	0.5750000000000001	0.03
12.	0.632	0.03
12.75	0.528	0.031
13.5	0.47200000000000003	0.031
14.25	0.489	0.031
15.	0.555	0.031
15.75	0.56	0.03
16.5	0.542	0.03
17.25	0.597	0.03
18.	0.541	0.031
18.75	0.5630000000000001	0.031
19.5	0.507	0.031
20.25	0.41600000000000004	0.03
21.	0.376	0.029
21.75	0.402	0.03
22.5	0.34800000000000003	0.029
23.25	0.386	0.03
24.	0.398	0.03
24.75	0.431	0.03
25.5	0.452	0.03
26.25	0.41200000000000003	0.03
27.	0.503	0.031
27.75	0.534	0.03
28.5	0.607	0.03
29.25	0.509	0.031
30.	0.597	0.03
30.75	0.634	0.03
31.5	0.6920000000000001	0.028
32.25	0.686	0.028
33.	0.602	0.03
33.75	0.589	0.03
34.5	0.433	0.03
35.25	0.398	0.03
36.	0.34700000000000003	0.029
36.75	0.304	0.028
37.5	0.23900000000000002	0.026000000000000002
38.25	0.269	0.027
39.	0.32	0.029
39.75	0.399	0.03
40.5	0.41400000000000003	0.03
41.25	0.581	0.031
42.	0.553	0.031
42.75	0.657	0.029
43.5	0.709	0.028
44.25	0.715	0.028
45.	0.747	0.028
45.75	0.6980000000000001	0.029
46.5	0.642	0.029
47.25	0.645	0.029
48.	0.54	0.031
48.75	0.447	0.03
49.5	0.339	0.029
50.25	0.252	0.027
51.	0.267	0.027
51.75	0.222	0.025
52.5	0.268	0.027
53.25	0.329	0.029
54.	0.42	0.031
54.75	0.601	0.03
55.5	0.616	0.03
56.25	0.648	0.029
57.	0.704	0.029
57.75	0.737	0.028
58.5	0.7000000000000001	0.028
59.25	0.581	0.03
60.	0.514	0.031
60.75	0.453	0.03
61.5	0.419	0.03
62.25	0.423	0.03
63.	0.486	0.03
63.75	0.437	0.031
64.5	0.441	0.03
65.25	0.465	0.031
66.	0.493	0.03
66.75	0.439	0.031
67.5	0.432	0.031
68.25	0.494	0.031
69.	0.489	0.031
69.75	0.40700000000000003	0.03
70.5	0.373	0.03
71.25	0.487	0.03
72.	0.543	0.03
72.75	0.558	0.03
73.5	0.585	0.031
74.25	0.644	0.029
75.	0.686	0.029
75.75	0.737	0.028
76.5	0.648	0.029
77.25	0.61	0.03
78.	0.487	0.031
78.75	0.487	0.031
79.5	0.392	0.03
80.25	0.324	0.029
81.	0.166	0.023
81.75	0.256	0.027
82.5	0.271	0.027
83.25	0.368	0.029
84.	0.312	0.028
84.75	0.525	0.031
85.5	0.736	0.028
86.25	0.798	0.025
87.	0.773	0.026000000000000002
87.75	0.779	0.026000000000000002
88.5	0.725	0.028
89.25	0.633	0.029
90.	0.485	0.031
90.75	0.394	0.03
91.5	0.406	0.03
92.25	0.365	0.03
93.	0.338	0.029
93.75	0.387	0.029
94.5	0.372	0.029
95.25	0.4	0.03
96.	0.47800000000000004	0.03
96.75	0.452	0.031
97.5	0.482	0.031
98.25	0.519	0.031
99.	0.5640000000000001	0.031
99.75	0.559	0.03
100.5	0.551	0.031
101.25	0.595	0.03
102.	0.604	0.03
102.75	0.687	0.029
103.5	0.664	0.029
104.25	0.5700000000000001	0.031
105.	0.5650000000000001	0.03
105.75	0.482	0.03
106.5	0.39	0.03
107.25	0.451	0.031
108.	0.434	0.03
108.75	0.34900000000000003	0.029
109.5	0.41500000000000004	0.03
110.25	0.395	0.03
111.	0.406	0.03
111.75	0.5	0.03
112.5	0.525	0.031
113.25	0.519	0.031
114.	0.511	0.031
114.75	0.489	0.031
115.5	0.531	0.031
116.25	0.582	0.031
117.	0.526	0.031
117.75	0.577	0.031
118.5	0.598	0.031
119.25	0.597	0.03
120.	0.665	0.029
120.75	0.622	0.03
121.5	0.526	0.031
122.25	0.452	0.031
123.	0.431	0.03
123.75	0.275	0.027
124.5	0.361	0.03
125.25	0.229	0.025
126.	0.29	0.028
126.75	0.357	0.029
127.5	0.31	0.028
128.25	0.503	0.031
129.	0.639	0.03
129.75	0.716	0.028
130.5	0.717	0.028
131.25	0.734	0.027
132.	0.706	0.028
132.75	0.675	0.029
133.5	0.61	0.03
134.25	0.664	0.029
135.	0.391	0.03
135.75	0.35000000000000003	0.029
136.5	0.337	0.029
137.25	0.294	0.028
138.	0.256	0.027
138.75	0.302	0.028
139.5	0.36	0.03
140.25	0.525	0.031
141.	0.5710000000000001	0.03
141.75	0.509	0.031
142.5	0.47700000000000004	0.03
143.25	0.603	0.03
144.	0.59	0.03
144.75	0.552	0.031
145.5	0.5700000000000001	0.031
146.25	0.538	0.031
147.	0.534	0.031
147.75	0.556	0.031
148.5	0.5640000000000001	0.031
149.25	0.5640000000000001	0.031
